Time Created,Tweet_Text,Username,Additional Hashtags,Account Followers,Number Retweets,Number Likes
2020-12-18 07:48:14,"b""#COVID19 #vaccine: You can't sue #Pfizer or #Moderna over side effects  https://t.co/3jabJnNTni""",b'writeffects',"['COVID19', 'vaccine', 'Pfizer', 'Moderna']",565,0,0
2020-12-18 07:47:06,b'Got my covid vaccine yesterday. The side effects have been unbearable!   My ego has been off the roof and I can\xe2\x80\x99t stop feeling so F* proud!   #Covid_19 #vaccine #CoronavirusVaccine #mRNA #vaccineSideEffects #Pfizervaccine #Pfizer #PfizerCOVIDvaccine #PfizerBioNTech #PfizerProud',b'ChungBsn',"['Covid_19', 'vaccine', 'CoronavirusVaccine', 'mRNA', 'vaccineSideEffects', 'Pfizervaccine', 'Pfizer', 'PfizerCOVIDvaccine', 'PfizerBioNTech', 'PfizerProud']",29,0,1
2020-12-18 07:41:48,"b""@realDonaldTrump #DumbassDonald's #Incompetent administration bungles the #Pfizer #Vaccine rollout. You thought the #Covid19 #Crisis was over?  Joke's on you for trusting this #COVIDIOT.  States nationwide will be getting far fewer #Vaccines than promised next week.  #KeepWaiting""",b'Soledad_Haren',"['DumbassDonald', 'Incompetent', 'Pfizer', 'Vaccine', 'Covid19', 'Crisis', 'COVIDIOT', 'Vaccines', 'KeepWaiting']",354,0,0
2020-12-18 07:38:41,"b""Pfizer to price Covid-19 vaccine at 'little out-of-pocket expenses' for Indians @pfizer #pfizer #pfizernews #coronavirusvaccine #coronavirus #covid-19 https://t.co/X58WIrjAnA""",b'medicaldialogs',"['pfizer', 'pfizernews', 'coronavirusvaccine', 'coronavirus', 'covid']",5538,0,0
2020-12-18 07:37:05,"b'A #Nurse in #Tennessee collapses minutes after getting the #Pfizer #FauciFlu #Vaccine; just wait till the deformities, sterility and autoimmune diseases kick in: https://t.co/A1IJncQuJd'",b'RadioFarSide',"['Nurse', 'Tennessee', 'Pfizer', 'FauciFlu', 'Vaccine']",815,2,2
2020-12-18 07:34:14,b'#Pfizer said not to take the #COVID19 #vaccine if you are pregnant or breastfeeding.   This is what a true #COVIDIOT looks like. Pray for the baby to be unaffected.   #CovidVaccine https://t.co/zHFxtCmNgt',b'Joel_Agius1',"['Pfizer', 'COVID19', 'vaccine', 'COVIDIOT', 'CovidVaccine']",1083,1,8
2020-12-18 07:06:41,b'US Healthcare workers face serious allergic reaction post Pfizer COVID-19 vaccine shot #pfizer #pfizernews #biontech #biontechnews #coronavirusvaccine #bartlettregionalhospital #covid-19 #coronavirus https://t.co/lIP4nrNlyL',b'medicaldialogs',"['pfizer', 'pfizernews', 'biontech', 'biontechnews', 'coronavirusvaccine', 'bartlettregionalhospital', 'covid', 'coronavirus']",5538,0,0
2020-12-18 07:03:09,"b'#OperationWarpSpeed is the federal joint effort between #government and #private industry to #develop and #distribute a COVID-19 vaccine. The initial distribution phase began at the Kalamazoo, Mich., #Pfizer plant, where the #vaccine \xe2\x80\x94 co-developed by...   https://t.co/lkYqZLQ7oV'",b'LTCenter',"['OperationWarpSpeed', 'government', 'private', 'develop', 'distribute', 'Pfizer', 'vaccine']",125,0,0
2020-12-18 07:00:01,"b'V v imp and logical question floating around is ""has the boss taken the jab""?.\xf0\x9f\xa4\x94 The answer is NO. What do u think of his decision.? \xf0\x9f\xa4\x94 Stupidity or Sacrifice? #Pfizer #Covid_19 #COVID #coronavirus #PfizerBiotech #Pfizervaccine https://t.co/swsbdDWtF3'",b'poddarajeev2000',"['Pfizer', 'Covid_19', 'COVID', 'coronavirus', 'PfizerBiotech', 'Pfizervaccine']",767,0,2
2020-12-18 06:57:38,"b'""I don\'t want to skip the line.""    What nice people say when they know some BS about to pop off. #vaccine #Pfizer #covid #chicago'",b'eeeebay',"['vaccine', 'Pfizer', 'covid', 'chicago']",281,0,1
2020-12-18 06:51:47,"b'Finding out today that @realDonaldTrump will not tell #Pfizer where to send the next shipment of the #vaccine , almost as if he\xe2\x80\x99s holding them hostage \xf0\x9f\x98\x92'",b'stephenmelnick',"['Pfizer', 'vaccine']",87,0,0
2020-12-18 06:50:02,"b'""You can\xe2\x80\x99t sue Pfizer or Moderna if you have severe Covid vaccine side effects. The government likely won\'t compensate you for damages either""  #Moderna #Pfizer #vaccine  https://t.co/dEIIVQv1DX'",b'HPVSideEffects',"['Moderna', 'Pfizer', 'vaccine']",969,4,6
2020-12-18 06:20:54,b'THIS!!!! #vaccine #Pfizer https://t.co/ExpuoweMx9',b'prof_sociology',"['vaccine', 'Pfizer']",14,0,0
2020-12-18 06:14:21,b'States Say Trump Administration is Reducing Vaccine Shipments https://t.co/3ZgOMqI9zw  #Satire #Comedy #Humor #Jokes #Politics #News #CurrentEvents #Vaccine #Pfizer https://t.co/y4NuzQNz24',b'johnnyrobish',"['Satire', 'Comedy', 'Humor', 'Jokes', 'Politics', 'News', 'CurrentEvents', 'Vaccine', 'Pfizer']",291,0,0
2020-12-18 06:09:39,"b'""The first days of\xc2\xa0#Pfizer #vaccine rollout have seen unexpected hitches including some vaccines being stored at excessively cold temperatures and Pfizer reporting potential challenges in its vaccine production.""  $NVAX  https://t.co/FfuMC25uK9'",b'RussGooberman',"['Pfizer', 'vaccine']",348,0,2
2020-12-18 05:54:43,b'@MaddowBlog @realdonaldtrump is #BLOCKING #Vaccine #Shipments.  #Pfizer has #MILLIONS of #Vials sitting in #Warehouses. #trump has #BLOCKED invoices to ship them out.  @Maddow @Lawrence  #USArmy    #USNavy #Protestants #Mormons #USAirForce #USMC #Baptists #Evangelists https://t.co/81QrGLyODL',b'CheetahPizzas',"['BLOCKING', 'Vaccine', 'Shipments', 'Pfizer', 'MILLIONS', 'Vials', 'Warehouses', 'trump', 'BLOCKED', 'USArmy', 'USNavy', 'Protestants', 'Mormons', 'USAirForce', 'USMC', 'Baptists', 'Evangelists']",296,0,0
2020-12-18 05:46:36,b'Scroll up for the thread about the #SARSCoV2 vaccine! #Covid_19 #vaccine #IGotTheShot #Pfizer-#BioNTech #mRNA #vaccinated @pfizer @pfizer_news @BioNTech_Group #COVID #COVID19Vaccine #COVID19',b'ZimickMD',"['SARSCoV2', 'Covid_19', 'vaccine', 'IGotTheShot', 'Pfizer', 'BioNTech', 'mRNA', 'vaccinated', 'COVID', 'COVID19Vaccine', 'COVID19']",651,0,2
2020-12-18 05:43:24,"b'[#COVID-19] Like cargo operators everywhere, #SATS is preparing for the arrival of its first shipment of vaccines from #Pfizer Inc. and #BioNTech SE later this month. https://t.co/cTcbKJgyN5'",b'cdroundtable',"['COVID', 'SATS', 'Pfizer', 'BioNTech']",702,0,0
2020-12-18 05:43:17,"b'States told by federal government they will receive fewer #Pfizer #vaccine doses next week, sparking confusion https://t.co/kkSkU3dW5r'",b'moughthere',"['Pfizer', 'vaccine']",9589,0,0
2020-12-18 05:38:33,"b'States report confusion as #tRump administration slashes #COVID19 #vaccine shipments by 30-40%, but #Pfizer says it has millions of unclaimed doses sitting in warehouses because the feds won\xe2\x80\x99t tell them where to ship them \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f  #PfizerCOVIDvaccine #COVID\xe3\x83\xbc19 https://t.co/Dy0fnwuoIM'",b'WorldTravelDiva',"['tRump', 'COVID19', 'vaccine', 'Pfizer', 'PfizerCOVIDvaccine', 'COVIDー19']",4130,1,1
2020-12-18 05:37:32,b'@MaddowBlog I\xe2\x80\x99ve been worrying about this all day. Too many have died &amp; now there\xe2\x80\x99s vaccine sitting in a warehouse? \xf0\x9f\xa4\xaf Can\xe2\x80\x99t state governors call Pfizer &amp; order it if trump/kushner cronies aren\xe2\x80\x99t shipping it? #Pfizer #COVID19 #CoronavirusVaccine #COVID #ShipIt #TrumpCrimeFamily #TrumpVirus https://t.co/83jQLEWGYc',b'MarciaJacobs13',"['Pfizer', 'COVID19', 'CoronavirusVaccine', 'COVID', 'ShipIt', 'TrumpCrimeFamily', 'TrumpVirus']",3860,2,4
2020-12-18 05:35:45,"b'Thank god I got the vaccine today. I did this for myself, for my family, for my friends, and for our society!! Get vaccinated... do your part...thankful and excited. @joebiden  @jaketapper @fareedzakaria @cnn #pfizer #COVID19 #vaccine #frontlineworkers  https://t.co/kBl8eYp6dd'",b'KumarICUdoc',"['pfizer', 'COVID19', 'vaccine', 'frontlineworkers']",109,1,3
2020-12-18 05:22:29,"b""Pfizer needs to send the vaccine out. Speak to each governor and work something out.  Don't let the all of the hard work be for naught.  Tru mp is trying to kill as many people as possible. #vaccine #Pfizer #DiaperDon #LoserDon""",b'RebelScumTR8R',"['vaccine', 'Pfizer', 'DiaperDon', 'LoserDon']",402,1,0
2020-12-18 05:20:51,b'The Japanese government has a supply deal with #Pfizer for 120 million #vaccine doses of the vaccine made by Pfizer and German partner BioNTech. https://t.co/cM5ptDfArR',b'DeccanHerald',"['Pfizer', 'vaccine']",63642,0,4
2020-12-18 05:16:42,"b'Two healthcare workers in the Bartlett Regional Hospital in Juneau, Alaska, experienced severe allergic reactions within minutes after being administered the Pfizer/BioNTech COVID-19 vaccine.  #allergicreaction #COVID #COVID19 #CovidVaccine #Pfizer #BioNTech #USA #Pakistan https://t.co/xyNRZmBiC0'",b'DailyChronicle4',"['allergicreaction', 'COVID', 'COVID19', 'CovidVaccine', 'Pfizer', 'BioNTech', 'USA', 'Pakistan']",5,0,0
2020-12-18 05:13:09,b'Asking for Karens..... is the #Covid_19 #Pfizer #vaccine gluten free? \xf0\x9f\x8d\x9e',b'TRbadreligion',"['Covid_19', 'Pfizer', 'vaccine']",199,0,2
2020-12-18 05:12:49,b'\xf0\x9f\x91\x80 #Pfizer says it has millions of doses of #COVID-19 #vaccine in a #warehouse with no additional instructions for delivery  https://t.co/lt9Y1gThDU',b'Greymantle',"['Pfizer', 'COVID', 'vaccine', 'warehouse']",4317,1,2
2020-12-18 05:03:08,"b'@MaddowBlog @yabutaleb7 The #Pfizer #vaccine needs to be consistently held/shipped at -94 \xc2\xb0F. Such freezers aren\xc2\xb4t exactly standard inventory of pharmacies, hospitals have limited capacities of those. This is a logistics issue. No need to start buying into stupid conspiracy theories Trumpians do.'",b'neddeppat',"['Pfizer', 'vaccine']",74,0,0
2020-12-18 05:01:49,b'Nurse faints after receiving COVID-19 vaccine. #vaccine #COVID\xe3\x83\xbc19 #coronavirus #Pfizer #PfizerCOVIDvaccine #WakeUp  https://t.co/JNFRA48AnD',b'brainwashidiots',"['vaccine', 'COVIDー19', 'coronavirus', 'Pfizer', 'PfizerCOVIDvaccine', 'WakeUp']",13,0,1
2020-12-18 05:00:09,b'US health worker has serious allergic reaction to Pfizer vaccine #US #health #allergicreaction #Pfizer #vaccine #science #newspaper  Read more about this here: https://t.co/LH7mQJmjeQ https://t.co/x4uprWtgd9',b'artdaily',"['US', 'health', 'allergicreaction', 'Pfizer', 'vaccine', 'science', 'newspaper']",42247,0,0
2020-12-18 04:58:02,b'I am guessing all of those short shipped #Pfizer #COVID19 #Vaccine doses to the states will somehow end up in #Russia  #Trump',b'hanscs',"['Pfizer', 'COVID19', 'Vaccine', 'Russia', 'Trump']",1240,0,0
2020-12-18 04:52:41,b'Total Bullshit scam to make people want it more. #Takeaway #Strategy #Con #Psyops #Covid #Pfizer #BigPharma #BillGates #Faucci #CDC #FaucciFraud https://t.co/NrA90pd1kh',b'Pepesplants',"['Takeaway', 'Strategy', 'Con', 'Psyops', 'Covid', 'Pfizer', 'BigPharma', 'BillGates', 'Faucci', 'CDC', 'FaucciFraud']",10105,0,0
2020-12-18 04:49:32,b'Send the #vaccines to the #politicians and make sure they are safe!  #Pfizer #Covid #Plandemic https://t.co/ujgCCDy8Cu',b'Pepesplants',"['vaccines', 'politicians', 'Pfizer', 'Covid', 'Plandemic']",10105,0,0
2020-12-18 04:42:55,"b'Working for a Healthcare facility myself, I will gladly say that it will be my last day there the day they try to force a vaccine on me.   Not worth it! I will find my own way!  #vaccine #pfizer #corona'",b'CryptoITSupport',"['vaccine', 'pfizer', 'corona']",251,0,1
2020-12-18 04:41:52,"b'@realDonaldTrump \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Said like a good #Dictator! #ByeDon #Majority disappointed in you, still killing us! #Pfizer says #millions of #Covid #Vaccine #Doses are waiting! #TrumpAdministration hasn\xe2\x80\x99t directed them Where they need to go! #WarpSpeed? BS!   https://t.co/kvnb7IhTWu'",b'RichardCameron',"['Dictator', 'ByeDon', 'Majority', 'Pfizer', 'millions', 'Covid', 'Vaccine', 'Doses', 'TrumpAdministration', 'WarpSpeed']",1477,1,1
2020-12-18 04:36:53,"b""#CovidVaccine: You can't sue #Pfizer or #Moderna over #sideeffects https://t.co/D6piyhVNVD #PrepAct #COVID19 #COVID #coronavirus #VaccineInjury #Vaccines #BigPharma #AdverseReaction #ImmuneResponse""",b'idreamquest',"['CovidVaccine', 'Pfizer', 'Moderna', 'sideeffects', 'PrepAct', 'COVID19', 'COVID', 'coronavirus', 'VaccineInjury', 'Vaccines', 'BigPharma', 'AdverseReaction', 'ImmuneResponse']",379,0,0
2020-12-18 04:30:36,"b'#Federalgovernment #reduces #vaccine #shipments, while #Pfizer #says it has \xe2\x80\x98#millions\xe2\x80\x99 of #unclaimeddoses https://t.co/oiQ1vjPLqK'",b'MelisaHerington',"['Federalgovernment', 'reduces', 'vaccine', 'shipments', 'Pfizer', 'says', 'millions', 'unclaimeddoses']",269,0,0
2020-12-18 04:19:49,b'This wins the internet today! #Pfizer #vaccine #covid #covidvacccine https://t.co/E9mHpCKkRG',b'colormethechef',"['Pfizer', 'vaccine', 'covid', 'covidvacccine']",29,0,0
2020-12-18 04:11:33,"b'After #Pfizer, US #FDA panel recommends emergency use of #Moderna #COVID19 #vaccine.  https://t.co/bTDlDILoBS'",b'ZeeNewsEnglish',"['Pfizer', 'FDA', 'Moderna', 'COVID19', 'vaccine']",5319753,4,19
2020-12-18 04:10:06,"b""@MollyJongFast It's worse than incompetence it's Life or Death! Suspect this is being maliciously done by Trump Regime! #COVID-19Vaccine #Pfizer""",b'SophiaLamar1',"['COVID', 'Pfizer']",3206,0,1
2020-12-18 04:08:28,b'#India may insist on local trials for #Pfizer #vaccine - Pfizer\xe2\x80\x99s global trial data alone is unlikely to be a compelling reason to sway the subject expert committee and Drugs Controller General of India to grant a clinical trial wa\xe2\x80\xa6https://t.co/3sXudxZTgW https://t.co/W9gbFvBYGn',b'KshirsagarSush',"['India', 'Pfizer', 'vaccine']",13,0,0
2020-12-18 04:07:39,b'Tens of thousands not millions duh \xc2\xaf\\_(\xe3\x83\x84)_/\xc2\xaf #Pfizer #Covid https://t.co/NIK7E49a5X',b'brambo13',"['Pfizer', 'Covid']",1233,0,0
2020-12-18 04:05:27,b'\xe2\x80\x98Reaching Out to the Masses |The Anarkist Podcast Ep54|\xe2\x80\x99 on #SoundCloud #np https://t.co/4quo8wbnCW #vaccination #vaccines #vaccine #covid #Covid_19 #CovidVaccine #youngpharaoh #nwo #newworldorder #rockefeller #rothchilds #podcast #truth #news #pfizer #Moderna',b'anarkistbeatz',"['SoundCloud', 'np', 'vaccination', 'vaccines', 'vaccine', 'covid', 'Covid_19', 'CovidVaccine', 'youngpharaoh', 'nwo', 'newworldorder', 'rockefeller', 'rothchilds', 'podcast', 'truth', 'news', 'pfizer', 'Moderna']",1189,0,0
2020-12-18 04:04:01,b'A little relieved today that my mom who is an RN in SoCal just received the #Covid_19 vaccine from #Pfizer.  Somehow just knowing she is inoculated makes my family worry less as there are currently 4 floors of #Covid patients in her hospital as of today. #BeSafeOutThere',b'EsqResists23',"['Covid_19', 'Pfizer', 'Covid', 'BeSafeOutThere']",360,0,0
2020-12-18 03:54:07,b'@realDonaldTrump still killing us! #Pfizer says #millions of #Covid #Vaccine #Doses are waiting! #TrumpAdministration hasn\xe2\x80\x99t directed them Where they need to go! #WarpSpeed? BS!   https://t.co/kvnb7IhTWu',b'RichardCameron',"['Pfizer', 'millions', 'Covid', 'Vaccine', 'Doses', 'TrumpAdministration', 'WarpSpeed']",1477,0,0
2020-12-18 03:46:48,b'@GovRonDeSantis @Walgreens Are you planning on giving #Floridians 2nd part of the dose of #Pfizer #Covid #vaccine? Or Not? @Walgreens @PalmerReport @MSNBC @nytimes @AmerMedicalAssn @NatlGovsAssoc @TheDemocrats #Fauci #Maddow @CDCDirector @US_FDA @CDCgov @pfizer',b'lindellgirl',"['Floridians', 'Pfizer', 'Covid', 'vaccine', 'Fauci', 'Maddow']",453,1,3
2020-12-18 03:35:53,b'LIES AND LIES!  #Emptysyringe get that trending.  No real vaccine given.  What lies they tell.  They risk another collapsing on camera like the nurse did earlier after taking the vaccine.  #covid19 #covidvaccine #vaccine #Pfizer https://t.co/Hi4h78sfid',b'truthiswithn',"['Emptysyringe', 'covid19', 'covidvaccine', 'vaccine', 'Pfizer']",1187,0,1
2020-12-18 03:09:35,"b'With the increased public myths and hoax about the vaccine, Pfizer has decided to publish the major composition of their vaccine for the sake of transparency.  https://t.co/6XxzjIn9Nf   #Pfizer #COVID19 #CoronaVirus #Vaccine #CoronavirusVaccine'",b'breaknlinks',"['Pfizer', 'COVID19', 'CoronaVirus', 'Vaccine', 'CoronavirusVaccine']",98,0,0
2020-12-18 03:01:42,"b""The US drug regulator FDA decided on Thur night to grant emergency approval to the Moderna coronavirus vaccine after Pfizer/BioNTech's approval. - FT #Moderna #vaccine $MRNA #Pfizer https://t.co/LKKpHONBUe""",b'Sino_Market',"['Moderna', 'vaccine', 'Pfizer']",480,0,0
2020-12-18 03:01:34,b'Good morning. In print today: #COVID immunity: how long does it last?; Mohammed hails role of #Pakistan community in #UAE; Sharjah Ruler fulfils girl\xe2\x80\x99s wish to meet him after video goes viral; #SaudiArabia starts large-scale inoculation with #Pfizer vaccine https://t.co/v1lZtizypy',b'gulf_news',"['COVID', 'Pakistan', 'UAE', 'SaudiArabia', 'Pfizer']",1180594,1,29
2020-12-18 02:57:50,"b'It seems that @AlexAzar is continuing the #WH \xe2\x80\x9clet them get infected\xe2\x80\x9d policy in not directing #Pfizer to deliver all the #COVID-19 vaccines, reducing as much as 40% the much anticipated vaccine doses to frontline and essential workers and others in serious need. Deliberate?'",b'CatherineDeGeer',"['WH', 'Pfizer', 'COVID']",2587,5,3
2020-12-18 02:55:55,b'BREAKING NEWS | Pfizer applies for Japan COVID-19 vaccine approval #Pfizer #COVID #vaccine https://t.co/96DkNnHv3u',b'NikkeiAsia',"['Pfizer', 'COVID', 'vaccine']",227657,12,5
2020-12-18 02:51:56,b'@ScottAdamsSays #Pfizer #vaccine tests have shown to cause #Sterilization in women.',b'USAFreedom13',"['Pfizer', 'vaccine', 'Sterilization']",323,0,0
2020-12-18 02:50:56,b'@FreedomFlowers4 @FKTVis #Pfizer #vaccine tests have shown to cause #Sterilization in women.',b'USAFreedom13',"['Pfizer', 'vaccine', 'Sterilization']",323,0,5
2020-12-18 02:50:35,b'@Braveheart_USA #Pfizer #vaccine tests have shown to cause #Sterilization in women.',b'USAFreedom13',"['Pfizer', 'vaccine', 'Sterilization']",323,0,1
2020-12-18 02:49:33,b'Lost consciousness soon after receiving the vaccine. #COVID-19 #AstraZeneca #antivax #Pfizer-BioNTech #CovidVaccines #CovidVaccine https://t.co/pR4S4TFohm',b'jodobowley',"['COVID', 'AstraZeneca', 'antivax', 'Pfizer', 'CovidVaccines', 'CovidVaccine']",8,1,2
2020-12-18 02:49:03,b'@Brn2Wander1 @RoseWin71234815 #Pfizer #vaccine tests have shown to cause #Sterilization in women.',b'USAFreedom13',"['Pfizer', 'vaccine', 'Sterilization']",323,0,0
2020-12-18 02:48:32,b'Wtf is going on with the shipments of #Pfizer #CV19 #vaccine ?? Why is the federal government lying about the availability of millions of doses and giving Pfizer no direction where to send the vaccines? The incompetence is getting people killed.',b'amycwest',"['Pfizer', 'CV19', 'vaccine']",6510,1,6
2020-12-18 02:48:20,b'Like I\xe2\x80\x99ve been saying. Big Pharma pushing out cheap/junk Vaccines $ENZC @BioClonetics  got something up their sleeve #Vaccine  #Pfizer-BioNTech #COVID19 https://t.co/h6UibmSTR2',b'Sanheezy',"['Vaccine', 'Pfizer', 'COVID19']",194,1,4
2020-12-18 02:46:58,b'This is not normal. This is not good. This is not humane. #Maddow #covid #coronavirus #Pfizer #Vaccine #ContactYourCongresspeople https://t.co/ojWuyiG0Jj',b'LovenTreasure',"['Maddow', 'covid', 'coronavirus', 'Pfizer', 'Vaccine', 'ContactYourCongresspeople']",1622,3,3
2020-12-18 02:46:31,b'@AlbertBourla I need to know the real reason why you haven\xe2\x80\x99t took a  #vaccination you made? You really just made me say hell no I\xe2\x80\x99m getting one #Vaccine #Covid_19 #First COVID-19 #Pfizer-BioNTech #CoronaVaccine https://t.co/zbzekXl2uZ',b'BrittDreamsBig',"['vaccination', 'Vaccine', 'Covid_19', 'First', 'Pfizer', 'CoronaVaccine']",427,0,0
2020-12-18 02:45:52,b'What you didn\xe2\x80\x99t see during the commercials... #maddow #bitmojimaddow #COVID19 #COVID #Covid_19 #msnbc #CoronaVaccine #Pfizer https://t.co/I0CYgPT7WH https://t.co/2vqKuuAEcA',b'BitmojiMaddow',"['maddow', 'bitmojimaddow', 'COVID19', 'COVID', 'Covid_19', 'msnbc', 'CoronaVaccine', 'Pfizer']",6930,8,64
2020-12-18 02:43:40,"b'DO YOUR JOB \xe2\x81\xa6@realDonald AND STOP YOUR WHINING!! - States told by federal government they will receive fewer #Pfizer #vaccine doses next week, sparking confusion https://t.co/bAXkv72RLf'",b'Craig_Ahrens',"['Pfizer', 'vaccine']",6707,0,0
2020-12-18 02:41:50,b'@maddow what do you want to wage tRUmp-n-co is skimming some of the #Pfizer #vaccine to sell to the highest bidder?  #GriftersGonnaGrift',b'enigmahsquared',"['Pfizer', 'vaccine', 'GriftersGonnaGrift']",989,1,0
2020-12-18 02:41:38,"b""@MysterySolvent She's pissed. And now I am, too. #maddow #Pfizer #COVID19 #vaccine""",b'xxnavygirl',"['maddow', 'Pfizer', 'COVID19', 'vaccine']",644,0,3
2020-12-18 02:36:59,b'Is it possible Trump is redirecting the #Pfizer #vaccine the way he did with PPE in the early days of #COVID19 to grift yet again? #TrumpCrimeSyndicate https://t.co/lQHpPKNSsS',b'xxnavygirl',"['Pfizer', 'vaccine', 'COVID19', 'TrumpCrimeSyndicate']",644,0,1
2020-12-18 02:36:12,b'Why won\xe2\x80\x99t the #Trump administration tell #Pfizer WHERE and WHEN to ship the #PfizerCOVIDvaccine? Why is the #Trump Admin. allowing. the #Pfizer #vaccine to sit on the shelves? Pfizer officials don\xe2\x80\x99t know Y the federal govt. is taking this action. Is someone cooking up graft?\xf0\x9f\xa5\x98 https://t.co/9aGqQwfk2T',b'NotBUFFY_VS',"['Trump', 'Pfizer', 'PfizerCOVIDvaccine', 'Trump', 'Pfizer', 'vaccine']",155,0,0
2020-12-18 02:32:21,"b'Pfizer vaccine is 95% effective, says Khairy https://t.co/EOZOT0pXpo   #Pfizer #Covid19 #vaccine #TMRNews #TMRPhoto'",b'TMReserve',"['Pfizer', 'Covid19', 'vaccine', 'TMRNews', 'TMRPhoto']",7184,1,1
2020-12-18 02:31:27,"b'#maddow #msnbc #Vaccine #Covid19 UN-fkn-believable  Coordinate the FKN distribution- hand it out or let BIDEN take it over now!   We\xe2\x80\x99re watching Trump kill Americans, still! #pfizer #SHIPTHESHIT NOW #lameduck  This is the EASY PART'",b'TeeHodges',"['maddow', 'msnbc', 'Vaccine', 'Covid19', 'pfizer', 'SHIPTHESHIT', 'lameduck']",1397,1,1
2020-12-18 02:27:12,"b'WTF is going on? The federal government is cutting down the available # of vaccines. Is this djt pitching a vindictive fit, i.e., you didn\xe2\x80\x99t elect me, so F you, no vaccines for you? This is a matter of life and death! #Pfizer #vaccine #trump #ibelievepfizer'",b'amandolinwind',"['Pfizer', 'vaccine', 'trump', 'ibelievepfizer']",70,0,0
2020-12-18 02:24:05,b'Why is the federal govt not telling #Pfizer where to deliver #covid vaccines? Why is the numbers a 1/3 lower than expected? https://t.co/jW5UOowbtn',b'rweingarten',"['Pfizer', 'covid']",109130,7,34
2020-12-18 02:21:52,b'#earthquake #christmasdecor #holiday #news #vaccine #valentinesday2020 #COVID19 #Pfizer #gift #card #friend #Destiny2 #Pfizer-BioNTech #vaccine #WearAMask #MasterChef #StayAtHome #holiday SALE VISIT us https://t.co/Wa1qXECDC9 https://t.co/yBX0omwSML',b'ArtSoulBliss2',"['earthquake', 'christmasdecor', 'holiday', 'news', 'vaccine', 'valentinesday2020', 'COVID19', 'Pfizer', 'gift', 'card', 'friend', 'Destiny2', 'Pfizer', 'vaccine', 'WearAMask', 'MasterChef', 'StayAtHome', 'holiday']",1,0,0
2020-12-18 02:19:02,b'#vaccine #Pfizer why is the US government slashing delivery of vaccines to States all over the country by 30 to 40%? What the hell is going on? Are they holding them back to sell to other countries? https://t.co/x8k0JGLJYj',b'twilight2000',"['vaccine', 'Pfizer']",1687,0,1
2020-12-18 02:16:56,"b'Like Trump once said, the federal government is not a shipping clerk. No surprise. Still in office, still killing thousands each day. https://t.co/v2JcimO3lD #vaccine #PresidentTrump #Pfizer'",b'Bennett_Graham',"['vaccine', 'PresidentTrump', 'Pfizer']",65,0,0
2020-12-18 02:14:37,"b""Why does Pfizer not have any additional shipment directions from the US government for the next week or two weeks? #vaccine #Pfizer why are states getting less vaccine than they ordered when Pfizer has it in the warehouse? Why aren't the feds ordering delivery?""",b'twilight2000',"['vaccine', 'Pfizer']",1687,0,0
2020-12-18 02:12:22,"b'#Korea pushes to strike #COVID-19 #vaccine deals with #Janssen, #Pfizer this month https://t.co/4fmQsZC7lE'",b'koreatimescokr',"['Korea', 'COVID', 'vaccine', 'Janssen', 'Pfizer']",25054,5,6
2020-12-18 02:07:37,"b'By all means, go right ahead..you go first. #US #ALASKA #COVID19 #VACCINE #Allergic #REACTION #COVID19 #Pfizer #BioNTech #Red #Hot #Fever #ShortOfBreath #anaphylaxis #awareness #precaution #recovered https://t.co/cNhpj154Pz https://t.co/dUvQLtvnOy'",b'ConchaTacoLady',"['US', 'ALASKA', 'COVID19', 'VACCINE', 'Allergic', 'REACTION', 'COVID19', 'Pfizer', 'BioNTech', 'Red', 'Hot', 'Fever', 'ShortOfBreath', 'anaphylaxis', 'awareness', 'precaution', 'recovered']",424,0,0
2020-12-18 02:03:00,b'Vindictive retribution by #trump to blue states perhaps? #CoronavirusVaccine #Pfizer #coronavirus #covid #Oregon https://t.co/IHVwFXvyuA',b'mdjohns5',"['trump', 'CoronavirusVaccine', 'Pfizer', 'coronavirus', 'covid', 'Oregon']",516,0,0
2020-12-18 01:55:00,b'Already?!:  #Pfizer says it has millions of doses of #COVID-19 #vaccine in a warehouse with no additional instructions for delivery  https://t.co/q8CvXWqh9z',b'DesignPolice',"['Pfizer', 'COVID', 'vaccine']",1032,0,0
2020-12-18 01:50:51,b'Nurse takes #Pfizer #Vaccine \xf0\x9f\x92\x89  17 Minutes later this happens... \xf0\x9f\x91\x87\xf0\x9f\x8f\xbb\xf0\x9f\xa4\xa8\xf0\x9f\x95\xb5\xef\xb8\x8f\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f  https://t.co/BdKwpwxaUl',b'Rhye_The_Word',"['Pfizer', 'Vaccine']",1222,62,112
2020-12-18 01:43:37,b'#Pfizer says it has millions of doses of #COVID-19 #vaccine in a warehouse with no additional instructions for delivery  https://t.co/wbzdBeEqrv',b'Lisari23',"['Pfizer', 'COVID', 'vaccine']",7672,0,0
2020-12-18 01:34:33,"b""Um, @pfizer is just waiting for some orders, y'all. Can we individually go to the warehouse and pick up a few?  Why is this?!?!  #CovidVaccine #vaccine #Pfizer   https://t.co/IqjaSTjjZj https://t.co/0xgUzYhLqR""",b'EddieArruza',"['CovidVaccine', 'vaccine', 'Pfizer']",442,0,2
